disease_id	name	description
DOID:0110752	type 1 diabetes mellitus 13	A type 1 diabetes mellituss that has_material_basis_in mutation of the locus at chromosome 2q34.
DOID:0110753	type 1 diabetes mellitus 15	A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 6q21.
DOID:0110754	type 1 diabetes mellitus 17	A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 10q25.
DOID:0110755	type 1 diabetes mellitus 18	A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 5q31.1-q33.1.
DOID:0110756	type 1 diabetes mellitus 19	A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 2q24.3.
DOID:0110757	type 1 diabetes mellitus 20	A type 1 diabetes mellitus that has_material_basis_in mutation of the HNF1A gene on chromosome 12q24.31.
DOID:0110758	type 1 diabetes mellitus 21	A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 6q25.
DOID:0110759	type 1 diabetes mellitus 22	A type 1 diabetes mellitus that has_material_basis_in mutation of the CCR5 gene on chromosome 3p21.31.
DOID:0110760	type 1 diabetes mellitus 23	A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 4q27.
DOID:0110761	type 1 diabetes mellitus 24	A type 1 diabetes mellitus that has_material_basis_in mutation of the locus at chromosome 10q23.31.
DOID:0110763	hereditary spastic paraplegia 10	A hereditary spastic paraplegia that has_material_basis_in mutation in the KIF5A gene on chromosome 12q13.
DOID:0110764	hereditary spastic paraplegia 11	A hereditary spastic paraplegia that has_material_basis_in mutation in the SPG11 gene on chromosome 15q21.
DOID:0110765	hereditary spastic paraplegia 12	A hereditary spastic paraplegia that has_material_basis_in mutation in the RTN2 gene on chromosome 19q13.
DOID:0110766	hereditary spastic paraplegia 13	A hereditary spastic paraplegia that is characterized by a pure form of the disease with late onset and has_material_basis_in mutation in the HSPD1 on chromosome 2q33.
DOID:0110767	hereditary spastic paraplegia 14	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 3q27-q28.
DOID:0110768	hereditary spastic paraplegia 15	A hereditary spastic paraplegia that has_material_basis_in mutation in the ZFYVE26 gene on chromosome 14q24.1.
DOID:0110769	hereditary spastic paraplegia 16	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region Xq11.2.
DOID:0110770	hereditary spastic paraplegia 17	A hereditary spastic paraplegia that has_material_basis_in mutation in the BSCL2 gene on chromosome 11q12.
DOID:0110771	hereditary spastic paraplegia 18	A hereditary spastic paraplegia that has_material_basis_in mutation in the ERLIN2 gene on chromosome 8p11.
DOID:0110772	hereditary spastic paraplegia 19	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 9q.
DOID:0110773	hereditary spastic paraplegia 2	A hereditary spastic paraplegia that has_material_basis_in mutation in the PLP1 gene on chromosome Xq22.2.
DOID:0110774	hereditary spastic paraplegia 23	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 1q24-q32.
DOID:0110775	hereditary spastic paraplegia 24	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 13q14.
DOID:0110776	hereditary spastic paraplegia 25	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 6q23-q24.1.
DOID:0110777	hereditary spastic paraplegia 26	A hereditary spastic paraplegia that has_material_basis_in mutation in the B4GALNT1 gene on chromosome 12q13.
DOID:0110778	hereditary spastic paraplegia 27	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 10q22.1-q24.1.
DOID:0110779	hereditary spastic paraplegia 28	A hereditary spastic paraplegia that has_material_basis_in mutation in the DDHD1 gene on chromosome 14q22.
DOID:0110780	hereditary spastic paraplegia 29	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 1p31.1-p21.1.
DOID:0110781	hereditary spastic paraplegia 30	A hereditary spastic paraplegia that has_material_basis_in mutation in the KIF1A gene on chromosome 2q37.
DOID:0110782	hereditary spastic paraplegia 31	A hereditary spastic paraplegia that has_material_basis_in mutation in the REEP1 gene on chromosome 2p11.
DOID:0110783	hereditary spastic paraplegia 32	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 14q12-q21.
DOID:0110784	hereditary spastic paraplegia 33	A hereditary spastic paraplegia that has_material_basis_in mutation in the ZFYVE27 gene on chromosome 10q24.
DOID:0110785	hereditary spastic paraplegia 34	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region Xq24-q25.
DOID:0110786	hereditary spastic paraplegia 35	A hereditary spastic paraplegia that has_material_basis_in mutation in the FA2H gene on chromosome 16q23.1.
DOID:0110787	hereditary spastic paraplegia 36	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 12q23-q24.
DOID:0110788	hereditary spastic paraplegia 37	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 8p21.1-q13.3.
DOID:0110789	hereditary spastic paraplegia 38	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 4p16-p15.
DOID:0110790	hereditary spastic paraplegia 39	A hereditary spastic paraplegia that has_material_basis_in mutation in the PNPLA6 gene on chromosome 19p13.
DOID:0110791	hereditary spastic paraplegia 3A	A hereditary spastic paraplegia that is characterized by lower limb weakness and spasticity that is generally non-progressive or extremely slow and has_material_basis_in mutation in the ATL1 gene on chromosome 14q22.
DOID:0110792	hereditary spastic paraplegia 4	A hereditary spastic paraplegia that is characterized by slowly progressive muscle weakness and spasticity and has_material_basis_in mutation in the SPAST gene on chromosome 2p22.
DOID:0110793	hereditary spastic paraplegia 41	A hereditary spastic paraplegia that has_material_basis_in variation in the chromosome region 11p14.1-p11.2.
DOID:0110794	hereditary spastic paraplegia 42	A hereditary spastic paraplegia that has_material_basis_in mutation in the SLC33A1 gene on chromosome 3q25.31.
DOID:0110795	hereditary spastic paraplegia 43	A hereditary spastic paraplegia that has_material_basis_in mutation in the C19ORF12 gene on chromosome 19q12.
DOID:0110796	hereditary spastic paraplegia 44	A hereditary spastic paraplegia that has_material_basis_in mutation in the GJC2 gene on chromosome 1q42.
DOID:0110797	hereditary spastic paraplegia 45	A hereditary spastic paraplegia that has_material_basis_in mutation in the NT5C2 gene on chromosome 10q24.
DOID:0110798	hereditary spastic paraplegia 46	A hereditary spastic paraplegia that has_material_basis_in mutation in the GBA2 gene on chromosome 9p.
DOID:0110799	hereditary spastic paraplegia 47	A hereditary spastic paraplegia that has_material_basis_in mutation in the AP4B1 gene on chromosome 1p13.
DOID:0110800	hereditary spastic paraplegia 48	A hereditary spastic paraplegia that has_material_basis_in mutation in the AP5Z1 gene on chromosome 7p22.1.
DOID:0110801	hereditary spastic paraplegia 49	A hereditary spastic paraplegia that has_material_basis_in mutation in the TECPR2 gene on chromosome 14q32.
DOID:0110802	hereditary spastic paraplegia 50	A hereditary spastic paraplegia that has_material_basis_in mutation in the AP4M1 gene on chromosome 7q22.1.
DOID:0110803	hereditary spastic paraplegia 51	A hereditary spastic paraplegia that has_material_basis_in mutation in the AP4E1 gene on chromosome 15q21.
DOID:0110804	hereditary spastic paraplegia 52	A hereditary spastic paraplegia that has_material_basis_in mutation in the AP4S1 gene on chromosome 14q12.
DOID:0110805	hereditary spastic paraplegia 53	A hereditary spastic paraplegia that has_material_basis_in mutation in the VPS37A gene on chromosome 8p22.
DOID:0110806	hereditary spastic paraplegia 54	A hereditary spastic paraplegia that has_material_basis_in mutation in the DDHD2 gene on chromosome 8p11.
DOID:0110807	hereditary spastic paraplegia 55	A hereditary spastic paraplegia that has_material_basis_in mutation in the C12ORF65 gene on chromosome 12q24.
DOID:0110808	hereditary spastic paraplegia 56	A hereditary spastic paraplegia that has_material_basis_in mutation in the CYP2U1 gene on chromosome 4q25.
DOID:0110809	hereditary spastic paraplegia 57	A hereditary spastic paraplegia that has_material_basis_in mutation in the TFG gene on chromosome 3q12.
DOID:0110810	hereditary spastic paraplegia 5A	A hereditary spastic paraplegia that is characterized by progressive muscle weakness and paraplegia and has_material_basis_in mutation in the CYP7B1 gene on chromosome 8q12.
DOID:0110811	hereditary spastic paraplegia 6	A hereditary spastic paraplegia that is usually characterized by rapidly progressive and severe spastic paraplegia and has_material_basis_in mutation in the NIPA1 gene on chromosome 15q11.2
DOID:0110812	hereditary spastic paraplegia 61	A hereditary spastic paraplegia that has_material_basis_in mutation in the ARL6IP1 gene on chromosome 16p12.
DOID:0110813	hereditary spastic paraplegia 62	A hereditary spastic paraplegia that has_material_basis_in mutation in the ERLIN1 gene on chromosome 10q24.
DOID:0110814	hereditary spastic paraplegia 63	A hereditary spastic paraplegia that has_material_basis_in mutation in the AMPD2 gene on chromosome 1p13.
DOID:0110815	hereditary spastic paraplegia 64	A hereditary spastic paraplegia that has_material_basis_in mutation in the ENTPD1 gene on chromosome 10q24.
DOID:0110816	hereditary spastic paraplegia 7	A hereditary spastic paraplegia that is characterized by slowly progressive onset, usually between 18-60 years of age, and generally more severe spasticity and has_material_basis_in mutation in the SPG7 gene on chromosome 16q24.
DOID:0110817	hereditary spastic paraplegia 72	A hereditary spastic paraplegia that has_material_basis_in mutation in the REEP2 gene on chromosome 5q31.
DOID:0110818	hereditary spastic paraplegia 73	A hereditary spastic paraplegia that has_material_basis_in mutation in the CPT1C gene on chromosome 19q13.
DOID:0110819	hereditary spastic paraplegia 74	A hereditary spastic paraplegia that has_material_basis_in mutation in the IBA57 gene on chromosome 1q42.
DOID:0110820	hereditary spastic paraplegia 75	A hereditary spastic paraplegia that has_material_basis_in mutation in the MAG gene on chromosome 19q13.
DOID:0110821	hereditary spastic paraplegia 76	A hereditary spastic paraplegia that has_material_basis_in mutation in the CAPN1 gene on chromosome 11q13.
DOID:0110822	hereditary spastic paraplegia 77	A hereditary spastic paraplegia that has_material_basis_in mutation in the FARS2 gene on chromosome 6p25.
DOID:0110823	hereditary spastic paraplegia 8	A hereditary spastic paraplegia that has_material_basis_in mutation in the KIAA0196 gene on chromosome 8q24.
DOID:0110824	hereditary spastic paraplegia 9A	A hereditary spastic paraplegia that has_material_basis_in mutation in the ALDH18A1 gene on chromosome 10q24.
DOID:0110825	hereditary spastic paraplegia 9B	A hereditary spastic paraplegia that has_material_basis_in mutation in the ALDH18A1 gene on chromosome 10q24.
DOID:0110826	Usher syndrome type 1	An Usher syndrome characterized by profound congenital deafness, vestibular dysfunction and early development of retinitis pigmentosa.
DOID:0110827	Usher syndrome type 2	An Usher syndrome characterized by mild to severe congenital hearing impairment, normal vestibular function and later development of retinitis pigmentosa.
DOID:0110828	Usher syndrome type 3	An Usher syndrome characterized by progressive hearing loss typically beginning in late childhood, variable vestibular dysfunction and onset of retinitis pigmentosa by the second decade of life.
DOID:0110829	retinitis pigmentosa-deafness syndrome	An Usher syndrome characterized by retinitis pigmentosa and onset of sensorineural hearing impairment in the teens that has_material_basis_in mutation in the MTTS2 gene in the mitochondrial genome.
DOID:0110830	Usher syndrome type 1C	An Usher syndrome type 1 that has_material_basis_in homozygous or compound heterozygous mutation in the USH1C gene on chromosome 11p15.
DOID:0110831	Usher syndrome type 1D	An Usher syndrome type 1 that has_material_basis_in homozygous or compound heterozygous mutation in the CDH23 gene on chromosome 10q22.
DOID:0110832	Usher syndrome type 1F	An Usher syndrome type 1 that has_material_basis_in caused by homozygous or compound heterozygous mutation in the PCDH15 gene on chromosome 10q.
DOID:0110833	Usher syndrome type 1E	An Usher syndrome type 1 that has_material_basis_in variation in the chromosome region 21q21.
DOID:0110834	Usher syndrome type 1G	An Usher syndrome type 1 that has_material_basis_in caused by homozygous or compound heterozygous mutation in the USH1G gene on chromosome 17q25.
DOID:0110835	Usher syndrome type 1H	An Usher syndrome type 1 that has_material_basis_in variation in the chromosome region 15q22-q23.
DOID:0110836	Usher syndrome type 1J	An Usher syndrome type 1 that has_material_basis_in caused by homozygous mutation in the CIB2 gene on chromosome 15q24.
DOID:0110837	Usher syndrome type 1K	An Usher syndrome type 1 that has_material_basis_in variation in the chromosome region 10p11.21-q21.1.
DOID:0110838	Usher syndrome type 2A	An Usher syndrome type 2 characterized by moderate to severe sensorineural hearing loss, mainly affecting perception of high frequency sounds and progressive retinitis pigmentosa that has_material_basis_in homozygous or compound heterozygous mutation in the USH2A gene on chromosome 1q41.
DOID:0110839	Usher syndrome type 2C	An Usher syndrome type 2 that has_material_basis_in homozygous or compound heterozygous mutation in the ADGRV1 gene on chromosome 5q14.
DOID:0110840	Usher syndrome type 2D	An Usher syndrome type 2 that has_material_basis_in by homozygous or compound heterozygous mutation in the WHRN gene on chromosome 9q32.
DOID:0110841	Usher syndrome type 3A	An Usher syndrome type 3 that has_material_basis_in homozygous or compound heterozygous mutation in the CLRN1 gene on chromosome 3q25.
DOID:0110842	Usher syndrome type 3B	An Usher syndrome type 3 that has_material_basis_in homozygous mutation in the HARS gene on chromosome 5q31.
DOID:0110843	xeroderma pigmentosum group A	A xeroderma pigmentosum characterized by involvement of the central and peripheral nervous systems in addition to cutaneous lesions that has_material_basis_in caused by homozygous or compound heterozygous mutation in the XPA gene on chromosome 9q22.
DOID:0110844	xeroderma pigmentosum group C	A xeroderma pigmentosum characterized by increased propensity to develop malignant melanoma that has_material_basis_in mutation in the XPC gene on chromosome 3p25.
DOID:0110845	xeroderma pigmentosum group D	A xeroderma pigmentosum that has_material_basis_in homozygous or compound heterozygous mutation in the excision repair gene ERCC2 on chromosome 19q13.
DOID:0110846	xeroderma pigmentosum group E	A xeroderma pigmentosum characterized by a mild phenotype that has_material_basis_in homozygous mutation in the DDB2 gene on chromosome 11p11.
DOID:0110847	xeroderma pigmentosum variant type	A xeroderma pigmentosum characterized by normal DNA excision repair, but defective postreplication repair that has_material_basis_in mutations in the POLH gene on chromosome 6p21.1.
DOID:0110848	xeroderma pigmentosum group F	A xeroderma pigmentosum characterized by milder symptoms and later onset of skin cancer that has_material_basis_in homozygous or compound heterozygous mutation in the ERCC4 gene on chromosome 16p13.
DOID:0110849	xeroderma pigmentosum group G	A xeroderma pigmentosum that has_material_basis_in homozygous or compound heterozygous mutation in the ERCC5 gene on chromosome 13q33.
DOID:0110850	xeroderma pigmentosum group B	A xeroderma pigmentosum characterized by that has_material_basis_in mutation in the ERCC3 gene on chromosome 2q14.
DOID:0110851	rhizomelic chondrodysplasia punctata type 1	A rhizomelic chondrodysplasia punctata that has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the PEX7 gene on chromosome 6q23.3.
DOID:0110852	rhizomelic chondrodysplasia punctata type 2	A rhizomelic chondrodysplasia punctata that has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the GNPAT gene on chromosome 1q42.2.
DOID:0110853	rhizomelic chondrodysplasia punctata type 3	A rhizomelic chondrodysplasia punctata that has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the AGPS gene on chromosome 2q31.2.
DOID:0110854	rhizomelic chondrodysplasia punctata type 5	A rhizomelic chondrodysplasia punctata that has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the PEX5 gene on chromosome 12p13.31.
DOID:0110855	posterior polymorphous corneal dystrophy 1	A posterior polymorphous corneal dystrophy that has_material_basis_in autosomal dominant inheritance of mutation in the OVOL2 gene on chromosome 20p11.23.
DOID:0110856	posterior polymorphous corneal dystrophy 2	A posterior polymorphous corneal dystrophy that has_material_basis_in heterozygous mutation in the COL8A2 gene on chromosome 1p34.3.
DOID:0110857	posterior polymorphous corneal dystrophy 3	A posterior polymorphous corneal dystrophy that has_material_basis_in heterozygous mutation in the ZEB1 gene on chromosome 10p11.22.
DOID:0110858	polycystic kidney disease 1	A autosomal dominant polycystic kidney disease that has_material_basis_in autosomal dominant inheritance of mutation in the PKD1 gene on chromosome 16p13.3.
DOID:0110859	polycystic kidney disease 2	A autosomal dominant polycystic kidney disease that has_material_basis_in autosomal dominant inheritance of mutation in the PKD2 gene on chromosome 4q22.1.
DOID:0110860	polycystic kidney disease 3	A autosomal dominant polycystic kidney disease that has_material_basis_in autosomal dominant inheritance of mutation in the GANAB gene on chromosome 11q12.3.
DOID:0110861	autosomal recessive polycystic kidney disease	
DOID:0110862	congenital stationary night blindness autosomal dominant 1	A congenital stationary night blindness characterized by autosomal dominant inheritance that has_material_basis_in mutations in the RHO gene on chromosome 3q22.1.
DOID:0110863	congenital stationary night blindness autosomal dominant 2	A congenital stationary night blindness characterized by autosomal dominant inhertance that has_material_basis_in heterozygous mutation in the PDE6B gene on chromosome 4p16.
DOID:0110864	congenital stationary night blindness 1F	A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in compound heterozygous mutation in the LRIT3 gene on chromosome 4q25.
DOID:0110865	congenital stationary night blindness 1B	A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in mutation in the GRM6 gene on chromosome 5q35.
DOID:0110866	congenital stationary night blindness 1H	A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the GNB3 gene on chromosome 12p13.
DOID:0110867	congenital stationary night blindness 1C	A congenital stationary night blindness characterized by autosomal recessive that has_material_basis_in homozygous or compound heterozygous mutation in the TRPM1 gene on chromosome 15q13-q14.
DOID:0110868	congenital stationary night blindness 1D	A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in homozygous mutation in the SLC24A1 gene on chromosome 15q22.
DOID:0110869	congenital stationary night blindness 1E	A congenital stationary night blindness characterized by autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the GPR179 gene on chromosome 17q12.
DOID:0110870	congenital stationary night blindness 1A	A congenital stationary night blindness that has_material_basis_in mutation in the NYX gene on chromosome Xp11.4.
DOID:0110871	congenital stationary night blindness 2A	A congenital stationary night blindness that has_material_basis_in mutation in the CACNA1F gene on chromosome Xp11.23.
DOID:0110872	holoprosencephaly 2	A holoprosencephaly that has_material_basis_in mutation in the homeobox-containing SIX3 gene on chromosome 2p21.
DOID:0110873	holoprosencephaly 9	A holoprosencephaly that has_material_basis_in heterozygous mutation in the GLI2 gene on chromosome 2q14.
DOID:0110874	holoprosencephaly 6	A holoprosencephaly that has_material_basis_in variation in the chromosome region 2q37.1-q37.3.
DOID:0110875	holoprosencephaly 3	A holoprosencephaly that has_material_basis_in heterozygous mutation in the SHH gene on chromosome 7q36.
DOID:0110876	holoprosencephaly 7	A holoprosencephaly that has_material_basis_in heterozygous mutation in the PTCH1 gene on chromosome 9q22.
DOID:0110877	holoprosencephaly 11	A holoprosencephaly that has_material_basis_in heterozygous mutation in the CDON gene on chromosome 11q24.
DOID:0110878	holoprosencephaly 5	A holoprosencephaly that has_material_basis_in heterozygous mutation in the ZIC2 gene on chromosome 13q32.
DOID:0110879	holoprosencephaly 8	A holoprosencephaly that has_material_basis_in variation in the chromosome region 14q13.
DOID:0110880	holoprosencephaly 4	A holoprosencephaly that has_material_basis_in heterozygous mutation in the TGIF gene on chromosome 18p11.
DOID:0110881	holoprosencephaly 1	A holoprosencephaly that has_material_basis_in variation in the chromosome region 21q22.3.
DOID:0110882	inflammatory bowel disease 7	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 1p36.
DOID:0110883	inflammatory bowel disease 17	An inflammatory bowel disease that has_material_basis_in variation in the IL23R gene on chromosome 1p31.3.
DOID:0110884	inflammatory bowel disease 23	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 1q32.1.
DOID:0110885	inflammatory bowel disease 10	An inflammatory bowel disease that has_material_basis_in variation in the ATG16L1 gene on chromosome 2q37.
DOID:0110886	inflammatory bowel disease 9	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 3p26.
DOID:0110887	inflammatory bowel disease 12	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 3p21.3
DOID:0110888	inflammatory bowel disease 18	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 5p13.1.
DOID:0110889	inflammatory bowel disease 5	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 5q31.
DOID:0110890	inflammatory bowel disease 19	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 5q33.1.
DOID:0110891	inflammatory bowel disease 3	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 6p21.3.
DOID:0110892	inflammatory bowel disease 1	An inflammatory bowel disease that has_material_basis_in mutations in the NOD2 gene on chromosome 16q12.1.
DOID:0110893	inflammatory bowel disease 13	An inflammatory bowel disease that has_material_basis_in variation in the ABCB1 gene on chromosome 7q21.1.
DOID:0110894	inflammatory bowel disease 11	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 7q22.
DOID:0110895	inflammatory bowel disease 14	An inflammatory bowel disease that has_material_basis_in variation in the IRF5 gene on chromosome 7q32.
DOID:0110896	inflammatory bowel disease 16	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 9q32.
DOID:0110897	inflammatory bowel disease 15	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 10q21.
DOID:0110898	inflammatory bowel disease 20	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 10q23-q24.
DOID:0110899	inflammatory bowel disease 28	An inflammatory bowel disease characterized by autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the IL10RA gene on chromosome 11q23.
DOID:0110900	inflammatory bowel disease 2	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 12p13.2-q24.1.
DOID:0110901	inflammatory bowel disease 26	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 12q15.
DOID:0110902	inflammatory bowel disease 27	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 13q13.3
DOID:0110903	inflammatory bowel disease 4	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 14q11-q12.
DOID:0110904	inflammatory bowel disease 8	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 16p.
DOID:0110905	inflammatory bowel disease 22	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 17q21.2.
DOID:0110906	inflammatory bowel disease 21	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 18p11.
DOID:0110907	inflammatory bowel disease 6	An inflammatory bowel disease that has_material_basis_in variation in the chromosome region 19p13.
DOID:0110908	inflammatory bowel disease 24	An inflammatory bowel disease that has_material_basis_in variation in the chromosome 20q13.
DOID:0110909	inflammatory bowel disease 25	An inflammatory bowel disease characterized by autosomal recessive inheritance that has_material_basis_in homozygous mutation in the IL10RB gene on chromosome 21q22.
DOID:0110910	leukocyte adhesion deficiency 1	A leukocyte adhesion deficiency that has_material_basis_in mutation of the ITGB2 gene on chromosome 21q22.3.
DOID:0110912	leukocyte adhesion deficiency 3	A leukocyte adhesion deficiency that has_material_basis_in mutation of the KIND3 gene on chromosome 11q13.1.
DOID:0110913	adult hypophosphatasia	A hypophosphatasia that has_material_basis_in a heterozygous mutation of ALPL on chromosome 1p36.12.
DOID:0110914	infantile hypophosphatasia	A hypophosphatasia that has_material_basis_in an autosomal recessive mutation of ALPL on chromosome 1p36.12.
DOID:0110915	childhood hypophosphatasia	A hypophosphatasia that has_material_basis_in an autosomal recessive mutation of ALPL on chromosome 1p36.12.
DOID:0110916	hereditary spherocytosis type 1	A hereditary spherocytosis that has_material_basis_in an autosomal dominant mutation of ANK1 on chromosome 8p11.21.
DOID:0110917	hereditary spherocytosis type 2	A hereditary spherocytosis that has_material_basis_in an autosomal dominant mutation of SPTB on chromosome 14q23.3.
DOID:0110918	hereditary spherocytosis type 3	A hereditary spherocytosis that has_material_basis_in an autosomal dominant mutation of SPTA1 on chromosome 1q23.1.
DOID:0110919	hereditary spherocytosis type 4	A hereditary spherocytosis that has_material_basis_in an autosomal dominant mutation of SLC4A1 on chromosome 17q21.31.
DOID:0110920	hereditary spherocytosis type 5	A hereditary spherocytosis that has_material_basis_in a mutation of EPB42 on chromosome 15q15.2.
DOID:0110921	familial hemophagocytic lymphohistiocytosis 1	A hemophagocytic lymphohistiocytosis that has_material_basis_in an autosomal recessive mutation of HPLH1 on chromosome 9q21.3-q22.
DOID:0110922	familial hemophagocytic lymphohistiocytosis 2	A hemophagocytic lymphohistiocytosis that has_material_basis_in an autosomal recessive mutation of PRF1 on chromosome 10q22.1.
DOID:0110923	familial hemophagocytic lymphohistiocytosis 3	A hemophagocytic lymphohistiocytosis that has_material_basis_in a mutation of UNC13D on chromosome 17q25.1.
DOID:0110924	familial hemophagocytic lymphohistiocytosis 4	A hemophagocytic lymphohistiocytosis that has_material_basis_in an autosomal recessive mutation of STX11 on chromosome 6q24.2.
DOID:0110925	familial hemophagocytic lymphohistiocytosis 5	A hemophagocytic lymphohistiocytosis that has_material_basis_in a mutation of STXBP2 on chromosome 19p13.2.
DOID:0110926	nemaline myopathy 1	A nemaline myopathy characterized by onset typically in early childhood of mildly delayed motor development, hypotonia, generalized muscle weakness, and weakness of the proximal limb muscles and neck muscles, resulting in difficulty running and easy fatigability that has_material_basis_in heterozygous, homozygous, or compound heterozygous mutation in the TPM3 gene on chromosome 1q21.
DOID:0110927	nemaline myopathy 3	A nemaline myopathy that has_material_basis_in homozygous, compound heterozygous, or heterozygous mutation in the ACTA1 gene on chromosome 1q42.
DOID:0110928	nemaline myopathy 2	A nemaline myopathy that has_material_basis_in homozygous or compound heterozygous mutation in the NEB gene on chromosome 2q23.
DOID:0110929	nemaline myopathy 9	A nemaline myopathy characterized by onset in early infancy of muscle weakness with variable severity that has_material_basis_in homozygous or compound heterozygous mutation in the KLHL41 gene on chromosome 2q31.
DOID:0110930	nemaline myopathy 8	A nemaline myopathy characterized by fetal akinesia or hypokinesia, followed by contractures, fractures, respiratory failure, and swallowing difficulties apparent at birth that has_material_basis_in homozygous or compound heterozygous mutation in the KLHL40 gene on chromosome 3p22.
DOID:0110931	nemaline myopathy 10	A nemaline myopathy characterized by early-onset generalized muscle weakness and hypotonia with respiratory insufficiency and feeding difficulties that has_material_basis_in homozygous or compound heterozygous mutation in the LMOD3 gene on chromosome 3p14.
DOID:0110932	nemaline myopathy 4	A nemaline myopathy that has_material_basis_in heterozygous mutation in the TPM2 gene on chromosome 9p13.
DOID:0110933	nemaline myopathy 11	A nemaline myopathy characterized by onset of slowly progressive muscle weakness in the first decade of life that has_material_basis_in homozygous or compound heterozygous mutation in the MYPN gene on chromosome 10q21.
DOID:0110934	nemaline myopathy 7	A nemaline myopathy characterized by very early onset of hypotonia and delayed motor development that has_material_basis_in homozygous mutation in the CFL2 gene on chromosome 14q13.
DOID:0110935	nemaline myopathy 6	A nemaline myopathy characterized by autosomal dominant inheritance of childhood onset of slowly progressive proximal muscle weakness, exercise intolerance, and slow movements with stiff muscles that has_material_basis_in heterozygous mutation in the KBTBD13 gene on chromosome 15q22.
DOID:0110936	nemaline myopathy 5	A nemaline myopathy that has_material_basis_in homozygous mutation in the TNNT1 gene on chromosome 19q13.
DOID:0110937	autosomal dominant osteopetrosis 1	An osteopetrosis characterized by autosomal dominant inheritance of generalized osteosclerosis that is most pronounced in the cranial vault, absence of increased fractures and has_material_basis_in heterozygous mutation in the LRP5 gene on chromosome 11q13.
DOID:0110938	autosomal dominant osteopetrosis 2	An osteopetrosis characterized by autosomal dominant inheritance of sclerosis predominantly involving the spine, the pelvis, and the skull base, bone fragility and dental abscesses that has_material_basis_in mutation in the CLCN7 gene on chromosome 16p13.
DOID:0110939	autosomal recessive osteopetrosis 5	An osteopetrosis characterized by autosomal recessive inheritance that has_material_basis_in mutation in the OSTM1 gene on chromosome 6q21.
DOID:0110940	autosomal recessive osteopetrosis 8	An osteopetrosis characterized by autosomal recessive inheritance that has_material_basis_in homozygous mutation in the SNX10 gene on chromosome 7p15.
DOID:0110941	autosomal recessive osteopetrosis 3	An osteopetrosis characterized by autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the CA2 gene on chromosome 8q21.
